Rating,Location,Size,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
3.1,NY,1001 to 5000 employees,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),74.0,41,78,Not specified,0,0,0,0,0,0,0
5.0,NY,1 to 50 employees,Company - Private,Business Services,Less than $1 million (USD),,41,78,Not specified,0,1,0,0,0,0,0
3.9,NY,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,41,78,Senior,1,0,0,0,0,0,0
3.8,NJ,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,45,88,Not specified,0,0,0,1,0,0,0
3.0,NY,201 to 500 employees,Nonprofit Organization,Health Care,$50 to $100 million (USD),36.0,45,88,Not specified,1,0,1,0,0,0,0
3.2,NY,1 to 50 employees,Company - Public,,,,45,88,Not specified,0,1,1,1,0,1,0
3.3,NY,1001 to 5000 employees,Company - Private,Finance,$2 to $5 billion (USD),202.0,45,88,Senior,1,0,1,0,0,0,0
3.6,NY,5001 to 10000 employees,Company - Public,Health Care,,,45,88,Not specified,1,0,0,0,0,0,0
3.1,NY,1001 to 5000 employees,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),74.0,45,88,Not specified,0,0,0,0,0,0,0
3.6,NJ,1001 to 5000 employees,Nonprofit Organization,Insurance,$10+ billion (USD),88.0,45,88,Not specified,1,1,0,0,0,0,1
3.9,NY,10000+ employees,College / University,Education,$2 to $5 billion (USD),82.0,45,88,Not specified,1,0,0,0,0,0,1
4.0,NY,10000+ employees,Company - Public,Media,$10+ billion (USD),97.0,45,88,Senior,0,1,0,0,1,0,0
3.9,NY,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,45,88,Not specified,0,0,0,1,1,0,0
3.8,NY,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,73,127,Not specified,0,1,0,0,0,0,0
4.9,NY,51 to 200 employees,Company - Private,"Arts, Entertainment & Recreation",,2.0,73,127,Not specified,0,1,1,0,1,0,0
3.6,NY,1001 to 5000 employees,Company - Public,Information Technology,$500 million to $1 billion (USD),22.0,73,127,Senior,0,0,0,0,0,0,0
3.2,NY,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,73,127,Not specified,1,0,0,0,0,0,0
2.9,NY,1001 to 5000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),64.0,73,127,Not specified,0,0,0,0,0,0,0
2.3,NY,201 to 500 employees,Company - Private,,,,73,127,Not specified,1,0,1,0,0,0,0
,NY,1 to 50 employees,Company - Private,Business Services,,,73,127,Senior,0,1,1,1,1,0,0
4.2,NY,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,73,127,Not specified,0,1,0,0,1,0,0
3.4,NJ,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),,73,127,Not specified,1,1,0,0,0,0,0
3.1,NY,201 to 500 employees,Company - Private,Business Services,$25 to $50 million (USD),24.0,73,127,Not specified,0,1,1,1,1,0,1
3.9,NY,1001 to 5000 employees,Nonprofit Organization,,,,73,127,Not specified,1,1,0,1,1,1,1
4.5,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,73,127,Not specified,1,1,0,0,0,0,0
4.0,NY,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,84,90,Not specified,0,1,0,0,0,0,0
2.6,NY,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),,84,90,Not specified,0,0,1,0,0,0,0
,NY,1 to 50 employees,Company - Private,Information Technology,,,84,90,Not specified,0,0,0,0,0,0,0
3.9,NY,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,84,90,Not specified,0,0,0,1,0,0,0
4.1,NJ,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),8.0,84,90,Not specified,0,0,1,0,0,0,0
3.8,NY,1001 to 5000 employees,Company - Public,Media,$1 to $2 billion (USD),124.0,84,90,Senior,1,1,0,0,1,0,0
5.0,NY,1 to 50 employees,Company - Public,,,,84,90,Not specified,0,1,0,1,0,0,0
3.8,NY,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,84,90,Not specified,0,0,0,0,0,0,0
3.9,NY,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,84,90,Not specified,0,0,0,1,0,0,0
3.0,NJ,,Company - Public,,,,84,90,Not specified,0,1,0,0,0,0,0
4.0,NY,10000+ employees,Nonprofit Organization,Health Care,$10+ billion (USD),23.0,84,90,Not specified,1,1,1,0,1,0,0
4.8,NY,1 to 50 employees,Company - Private,Information Technology,,9.0,84,90,Senior,0,1,0,0,0,0,0
3.8,NY,1001 to 5000 employees,Company - Public,Business Services,$1 to $2 billion (USD),22.0,84,90,Not specified,0,1,0,0,1,0,0
3.5,NY,501 to 1000 employees,Subsidiary or Business Segment,Health Care,,,84,90,Not specified,1,1,1,0,0,0,1
3.0,NJ,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),35.0,84,90,Not specified,0,1,1,0,1,0,0
3.1,NY,1001 to 5000 employees,Nonprofit Organization,Insurance,,27.0,27,52,Not specified,1,1,1,0,0,0,1
,NJ,1 to 50 employees,Company - Public,"Construction, Repair & Maintenance",,,27,52,Not specified,1,1,1,0,0,0,0
3.5,NY,201 to 500 employees,Company - Private,Health Care,$50 to $100 million (USD),18.0,27,52,Not specified,0,1,1,1,1,0,1
4.0,NY,10000+ employees,Company - Private,Information Technology,$500 million to $1 billion (USD),22.0,27,52,Senior,0,0,0,1,0,0,0
3.2,NY,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,27,52,Senior,1,0,0,0,0,0,0
3.3,NY,10000+ employees,Company - Public,Finance,$5 to $10 billion (USD),164.0,27,52,Not specified,1,1,1,0,0,0,1
,NY,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,27,52,Not specified,0,0,0,0,0,0,0
3.6,NY,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),43.0,27,52,Not specified,0,1,1,0,1,0,0
,NY,1 to 50 employees,Company - Private,,,,27,52,Not specified,0,1,1,0,1,0,1
3.6,NY,501 to 1000 employees,Company - Private,Business Services,$100 to $500 million (USD),31.0,27,52,Senior,0,0,1,0,0,0,0
4.3,NY,51 to 200 employees,Company - Private,Health Care,$50 to $100 million (USD),12.0,27,52,Senior,1,1,0,0,1,0,0
4.0,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,27,52,Senior,0,1,0,0,0,0,0
3.7,NY,501 to 1000 employees,Subsidiary or Business Segment,Finance,$100 to $500 million (USD),31.0,27,52,Not specified,0,0,0,0,0,0,0
4.1,NJ,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,27,52,Not specified,0,1,1,0,0,0,0
3.3,NJ,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),42.0,27,52,Senior,0,0,1,0,0,0,0
3.4,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),24.0,27,52,Not specified,0,1,0,0,0,0,0
3.1,NY,1001 to 5000 employees,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),74.0,27,52,Not specified,0,1,0,0,0,0,1
3.7,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),208.0,27,52,Senior,0,1,0,0,0,0,0
3.9,NY,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,27,52,Not specified,1,0,1,0,1,0,0
4.1,NJ,501 to 1000 employees,Company - Private,Business Services,$100 to $500 million (USD),36.0,27,52,Not specified,0,1,0,0,0,0,0
3.3,NJ,1001 to 5000 employees,Nonprofit Organization,Non-Profit,$50 to $100 million (USD),108.0,27,52,Not specified,1,1,1,0,1,1,0
4.1,NY,1001 to 5000 employees,Subsidiary or Business Segment,Media,$10 to $25 million (USD),22.0,27,52,Senior,1,0,0,0,0,0,0
3.0,NJ,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),35.0,27,52,Not specified,0,1,1,0,1,0,0
3.4,NY,51 to 200 employees,Company - Private,Information Technology,$5 to $10 million (USD),19.0,27,52,Not specified,0,0,0,0,0,0,0
4.8,NY,1 to 50 employees,Company - Private,Information Technology,,9.0,27,52,Not specified,0,1,0,0,0,0,0
3.2,NY,10000+ employees,Company - Public,Media,$2 to $5 billion (USD),22.0,27,52,Not specified,0,1,0,0,1,0,0
3.8,NY,5001 to 10000 employees,Hospital,Health Care,$500 million to $1 billion (USD),,27,52,Not specified,1,0,0,0,0,0,1
3.7,NJ,501 to 1000 employees,Company - Private,"Oil, Gas, Energy & Utilities",,11.0,27,52,Not specified,1,0,0,0,0,0,0
4.6,NJ,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),24.0,27,52,Senior,0,1,1,1,1,1,0
2.7,NY,1001 to 5000 employees,Subsidiary or Business Segment,Health Care,,23.0,42,74,Not specified,1,0,1,0,0,0,0
4.0,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,42,74,Not specified,0,1,0,0,0,0,0
3.5,NY,1 to 50 employees,Company - Private,Business Services,,23.0,42,74,Not specified,1,0,0,0,0,0,0
3.9,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,42,74,Not specified,0,0,1,0,1,0,0
4.1,NY,201 to 500 employees,Company - Private,Health Care,$10 to $25 million (USD),35.0,42,74,Not specified,0,0,1,0,0,0,0
3.1,NY,5001 to 10000 employees,Nonprofit Organization,Non-Profit,$100 to $500 million (USD),63.0,42,74,Senior,1,1,1,1,0,1,0
3.1,NY,1001 to 5000 employees,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),74.0,42,74,Not specified,0,1,0,1,0,1,0
3.9,NY,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,42,74,Not specified,0,1,1,1,1,0,1
4.3,NY,1 to 50 employees,Company - Private,Business Services,,14.0,42,74,Not specified,0,0,0,0,0,0,0
3.7,NJ,201 to 500 employees,Company - Private,Information Technology,$10 to $25 million (USD),17.0,42,74,Not specified,0,1,0,1,0,0,0
3.2,NY,1001 to 5000 employees,Nonprofit Organization,Insurance,$100 to $500 million (USD),,42,74,Senior,1,1,1,0,0,0,0
3.8,NY,1001 to 5000 employees,Company - Public,Consumer Services,,8.0,42,74,Senior,1,1,1,1,0,0,0
3.5,NY,10000+ employees,Company - Public,Information Technology,$2 to $5 billion (USD),23.0,42,74,Not specified,1,1,0,0,0,0,0
3.6,NY,501 to 1000 employees,Company - Private,Information Technology,,2.0,42,74,Senior,1,1,0,1,0,0,0
3.9,NY,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,42,74,Not specified,1,0,0,0,0,0,0
,NY,1 to 50 employees,Company - Private,,Less than $1 million (USD),,42,74,Not specified,1,0,0,0,0,0,0
2.4,NY,1001 to 5000 employees,Nonprofit Organization,Insurance,$5 to $10 billion (USD),83.0,42,74,Senior,1,0,1,0,0,0,0
4.0,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,42,74,Not specified,0,1,0,0,0,0,0
4.0,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,42,74,Not specified,0,1,0,0,0,0,0
3.6,NJ,201 to 500 employees,Company - Private,Retail,,38.0,42,74,Senior,1,1,1,1,1,0,0
4.0,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,42,74,Senior,0,0,0,0,0,0,0
3.2,NY,51 to 200 employees,Nonprofit Organization,Non-Profit,$25 to $50 million (USD),56.0,42,74,Senior,1,0,0,0,1,0,0
2.5,NY,1 to 50 employees,Company - Private,,,,42,74,Senior,1,1,0,0,0,0,0
3.6,NJ,1001 to 5000 employees,Nonprofit Organization,Insurance,$10+ billion (USD),88.0,42,74,Not specified,1,1,1,1,0,1,1
3.0,NY,201 to 500 employees,Nonprofit Organization,Health Care,$50 to $100 million (USD),36.0,42,74,Not specified,1,0,1,0,1,0,0
3.9,NY,1001 to 5000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),15.0,77,132,Senior,0,0,0,1,0,1,0
2.4,NY,1001 to 5000 employees,Nonprofit Organization,Insurance,$5 to $10 billion (USD),83.0,77,132,Senior,1,0,1,0,0,0,0
2.8,NY,1 to 50 employees,Company - Private,Business Services,,16.0,77,132,Senior,1,1,1,1,1,0,0
4.4,NY,1 to 50 employees,Company - Private,Business Services,,,77,132,Not specified,0,1,0,1,0,0,0
4.8,NY,1 to 50 employees,Company - Private,Information Technology,,,77,132,Not specified,0,1,1,1,1,0,1
2.8,NY,1001 to 5000 employees,Company - Public,Finance,$5 to $10 billion (USD),20.0,77,132,Senior,0,1,0,0,0,0,0
5.0,NY,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,77,132,Junior,0,1,1,0,0,0,1
3.7,NY,201 to 500 employees,Company - Public,Information Technology,$1 to $5 million (USD),12.0,77,132,Senior,0,0,1,0,0,0,0
4.0,NY,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,77,132,Not specified,0,0,0,0,0,0,0
4.2,NY,201 to 500 employees,Company - Private,Information Technology,$50 to $100 million (USD),9.0,77,132,Senior,1,0,0,0,0,0,0
3.5,NJ,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),72.0,77,132,Not specified,0,0,1,0,0,0,0
2.0,NY,501 to 1000 employees,Nonprofit Organization,Health Care,$100 to $500 million (USD),43.0,77,132,Senior,1,1,1,0,0,0,0
3.3,NJ,10000+ employees,Company - Public,Health Care,$5 to $10 billion (USD),53.0,77,132,Senior,1,1,1,0,1,0,0
,NY,51 to 200 employees,Company - Public,,$1 to $5 million (USD),2.0,77,132,Not specified,0,1,1,0,0,0,0
5.0,NY,1 to 50 employees,Company - Private,Business Services,,28.0,77,132,Not specified,1,0,0,1,0,1,0
3.4,NY,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,,2.0,77,132,Senior,0,1,0,1,1,0,0
3.6,NY,10000+ employees,Company - Public,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),30.0,77,132,Senior,0,0,1,0,0,0,0
2.1,NJ,501 to 1000 employees,Company - Public,,$5 to $10 million (USD),,77,132,Not specified,0,0,1,0,0,0,0
2.8,NY,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),42.0,77,132,Senior,0,1,0,1,0,1,0
3.0,NJ,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),35.0,77,132,Not specified,0,0,0,0,0,0,0
3.9,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,77,132,Not specified,0,0,1,0,0,0,0
4.5,NY,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,77,132,Senior,0,0,0,0,0,0,0
4.0,NY,10000+ employees,Hospital,Health Care,$5 to $10 billion (USD),179.0,77,132,Senior,1,1,1,0,1,0,0
5.0,NY,1 to 50 employees,Company - Private,Business Services,Less than $1 million (USD),,77,132,Not specified,0,1,0,0,0,0,0
3.0,NY,10000+ employees,Company - Public,,,,77,132,Senior,1,1,1,0,1,0,0
3.4,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),24.0,77,132,Not specified,0,1,0,0,0,0,0
3.2,NY,501 to 1000 employees,Company - Private,Finance,,36.0,98,114,Senior,1,0,1,0,0,0,0
4.0,NJ,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,98,114,Not specified,0,0,0,0,0,0,0
2.8,NY,1001 to 5000 employees,Company - Public,Finance,$5 to $10 billion (USD),20.0,98,114,Senior,0,0,0,0,0,0,0
3.2,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,98,114,Senior,0,0,1,0,0,0,0
3.4,NJ,1001 to 5000 employees,Company - Private,Insurance,$10 to $25 million (USD),38.0,98,114,Senior,0,1,1,0,1,0,0
3.4,NY,10000+ employees,Hospital,Health Care,$1 to $2 billion (USD),7.0,98,114,Not specified,1,0,0,0,0,0,0
3.5,NY,201 to 500 employees,Company - Private,Health Care,$50 to $100 million (USD),18.0,98,114,Not specified,0,1,1,1,1,0,1
3.3,NJ,51 to 200 employees,Company - Private,Business Services,,25.0,98,114,Not specified,0,0,1,0,0,0,0
3.7,NY,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,98,114,Not specified,0,1,1,0,0,0,0
3.6,NY,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),43.0,98,114,Senior,0,0,0,0,0,0,0
2.7,NY,1001 to 5000 employees,Nonprofit Organization,Health Care,$2 to $5 billion (USD),35.0,98,114,Not specified,1,1,0,0,0,0,0
4.5,NJ,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,98,114,Senior,0,0,0,0,1,0,0
2.5,NY,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),,98,114,Senior,0,0,0,0,0,0,0
4.4,NY,501 to 1000 employees,Company - Private,Business Services,,7.0,98,114,Senior,1,1,0,1,0,1,0
4.3,NY,51 to 200 employees,Company - Private,Health Care,,11.0,98,114,Senior,1,0,0,0,1,0,0
5.0,NY,1 to 50 employees,Company - Private,Business Services,,28.0,98,114,Not specified,1,0,0,0,0,0,0
4.4,NY,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,98,114,Not specified,0,1,1,1,1,0,1
3.2,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,98,114,Not specified,0,0,1,0,0,0,0
4.8,NJ,1 to 50 employees,Company - Private,Information Technology,,9.0,98,114,Not specified,1,1,0,0,0,0,0
3.0,NY,201 to 500 employees,Nonprofit Organization,Health Care,$50 to $100 million (USD),36.0,98,114,Not specified,1,1,0,0,0,0,1
5.0,NY,51 to 200 employees,Company - Public,,,,98,114,Not specified,0,1,0,0,0,0,0
3.4,NY,,,Business Services,,,98,114,Not specified,0,1,1,1,1,0,1
4.2,NY,501 to 1000 employees,Company - Private,Business Services,,16.0,98,114,Not specified,0,1,1,1,1,0,1
4.2,NJ,201 to 500 employees,Subsidiary or Business Segment,Business Services,$100 to $500 million (USD),21.0,98,114,Senior,0,0,0,0,0,1,1
3.4,NY,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,98,114,Senior,0,1,0,0,0,0,0
3.1,NY,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),9.0,98,114,Senior,0,1,0,1,1,1,1
3.7,NJ,10000+ employees,Nonprofit Organization,Health Care,$1 to $2 billion (USD),38.0,98,114,Not specified,1,0,1,0,0,0,0
4.0,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),16.0,98,114,Not specified,0,0,0,0,0,0,0
4.3,NY,201 to 500 employees,Company - Private,Manufacturing,$5 to $10 million (USD),,48,96,Not specified,1,0,1,0,0,0,0
3.8,NJ,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,48,96,Senior,0,1,0,0,0,0,0
2.4,NY,501 to 1000 employees,Company - Private,Health Care,,,48,96,Not specified,1,1,0,0,0,0,0
3.4,NY,,,Business Services,,,48,96,Not specified,0,1,1,1,1,0,1
,NY,,Company - Private,,,,48,96,Senior,0,1,1,0,0,0,0
4.0,NY,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,48,96,Not specified,0,1,1,0,0,0,0
3.2,NJ,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,48,96,Senior,0,0,1,0,0,0,0
3.3,NJ,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),27.0,48,96,Senior,0,1,0,0,0,0,0
5.0,NY,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,48,96,Junior,0,1,1,0,0,0,1
3.2,NY,10000+ employees,Company - Public,Finance,$10+ billion (USD),236.0,48,96,Senior,1,0,0,0,0,0,0
3.1,NJ,1001 to 5000 employees,Company - Private,Finance,$10+ billion (USD),31.0,48,96,Not specified,1,0,1,0,0,0,0
3.9,NJ,1001 to 5000 employees,Company - Public,Information Technology,$1 to $2 billion (USD),58.0,48,96,Not specified,1,1,1,0,0,0,0
2.5,NJ,51 to 200 employees,Company - Private,Business Services,,,48,96,Senior,0,0,0,0,0,0,1
3.1,NY,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),9.0,48,96,Senior,0,1,0,1,1,1,1
4.5,NY,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,48,96,Senior,1,1,0,0,0,0,0
3.2,NY,1001 to 5000 employees,Nonprofit Organization,Health Care,,2.0,48,96,Senior,1,1,1,0,0,0,0
4.4,NJ,1 to 50 employees,Company - Private,Business Services,,,48,96,Not specified,0,0,1,0,0,0,0
3.8,NJ,1 to 50 employees,Contract,,,,48,96,Senior,0,1,0,1,1,0,0
3.4,NY,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,,2.0,48,96,Senior,0,1,0,1,1,0,0
,UT,51 to 200 employees,Government,Government,,,26,47,Not specified,1,1,1,1,1,1,0
2.0,UT,51 to 200 employees,Company - Private,Manufacturing,$5 to $10 million (USD),,26,47,Not specified,1,0,0,0,0,0,0
4.2,UT,10000+ employees,College / University,Education,$2 to $5 billion (USD),170.0,26,47,Not specified,1,0,0,0,0,0,0
3.6,UT,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),37.0,26,47,Not specified,0,0,0,0,0,0,0
4.3,UT,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,26,47,Not specified,0,1,0,1,0,0,0
